contentId,recommendationTitle1,recommendationTitle2,recommendationTitle3,recommendationTitle4,recommendationTitle5
5441215535748592870,Banks Need To Collaborate With Bitcoin and Fintech Developers,Blockchain CEO's Business Advice on Bitcoin Startups,Are you a bitcoin denialist? - Chris Skinner's blog,Microsoft Continues to Embrace Ethereum & Bitcoin - Bitcoin News,Venture Capitalists Inject Nearly Half a Billion in Bitcoin
7359520440231676934,Intel Reveals Its Plan For Blockchain Technology With 'Sawtooth Lake' Distributed Ledger,"IBM Wants to ""Evolve the Internet"" With Blockchain Technology",Blockchain won't kill banks: Bitcoin pioneer,Red Hat OpenShift Blockchain Initiative Focuses On Ethereum,Venture Capitalists Inject Nearly Half a Billion in Bitcoin
4774970687540378081,Making digital strategy a reality in insurance,Five priorities for competing in an era of digital globalization,An incumbent's guide to digital disruption,Building a digital-banking business,The surprising truth about which countries lead in digital
6102826385978742696,The Netflix Tech Blog: Distributed Resource Scheduling with Apache Mesos,A Docker Fork: Talk of a Split Is Now on the Table - The New Stack,Docker 1.12: Now with Built-in Orchestration!,Docker Swarm,Your Docker Agenda for April
809601605585939618,Developers can run Bash Shell and user-mode Ubuntu Linux binaries on Windows 10,How to Install and Use the Linux Bash Shell on Windows 10,Bash on Ubuntu on Windows - Download Now!,Introducing Docker for Windows Server 2016 - Docker Blog,Microsoft's mobile problem may not be a problem at all
8742078838645536785,How Facebook's Big Bet On Chatbots Might Remake The UX Of The Web,"Facebook sends a loud message about Messenger bots, but will we hear it?",Bots won't replace apps. Better apps will replace apps.,2016 will be the year of conversational commerce - Chris Messina,"Facebook Messenger now supports PayPal payments in bots, will track your PayPal receipts"
-1802980374508081539,"Google admits original enterprise cloud strategy was wrong, why it's gone in a different direction - TechRepublic",'Machine learning' is a revolution as big as the internet or personal computers,The return of the machinery question,Automation and anxiety,Finding The Meaning Of Artificial Intelligence At Google I/O
-6195775145989617417,Perfect Menu for Mobile Apps - UX Planet,Why and How to Avoid Hamburger Menus - Louie A. - Mobile UX Design,Mobile marketing statistics 2016,"Facebook's New Mobile Test Framework Births Bottom Tab Bar Navigation Redesign For iOS 5, 6, & 7",How Technology Hijacks People's Minds - from a Magician and Google's Design Ethicist - The Startup
-2176468683077766369,Bots won't replace apps. Better apps will replace apps.,98 personal data points that Facebook uses to target ads to you,Why porting an iOS design to Android will not work,Facebook Messenger bots are here and they want to kill apps,How Mark Zuckerberg Led Facebook's War to Crush Google Plus
7973573994178035769,Dilma regula Marco Civil e acaba com WhatsApp e Facebook grátis no celular,Plano Nacional de IoT chega em março com parceria entre MCTIC e BNDES,Tendências do Marketing de Conteúdo 2016,"Empresas brasileiras correm para ""ajustar"" cultura interna | EXAME.com",Como o Pokémon Go ajuda a explicar por que o Brasil é um país pobre
-1590585250246572231,Perfect Menu for Mobile Apps - UX Planet,LukeW | Obvious Always Wins,Why porting an iOS design to Android will not work,"Facebook's New Mobile Test Framework Births Bottom Tab Bar Navigation Redesign For iOS 5, 6, & 7",How to Design a Walkthrough That Users Will Read
-4662020648308370136,Usability Heuristics for Bots - Chatbots Magazine,Bots won't replace apps. Better apps will replace apps.,Mobile UX Design: The Right Ways to Ask Users for Permissions - UX Planet,Mobile UX Design: The Right Ways to Ask Users for Permissions - UX Planet,So long MVP. Hello Minimum Loveable Product.
-4110991218639855802,Slack swips at Skype with video calls and reaction emoji,Slack and Google announce partnership focused on better integrating their services,How people using Slack to organise their grocery lists is helping it grow,Threaded messaging is coming to Slack,"Slack and Uber's parting proves when apps unite, it isn't always a smooth ride"
1964631817676172382,Cloud Identity and Access Management - Google IAM,Snapchat shares security best practices for running on GCP,Centrally manage all your Google Cloud resources with Cloud Resource Manager,AWS Certified Solutions Architect Professional – Study Guide – Domain 6.0: Security (20%),Google Cloud Platform: The smart person's guide - TechRepublic
5156657166068502754,Diane Greene wants to put the enterprise front and center of Google Cloud strategy,How the queen of Silicon Valley is helping Google go after Amazon's most profitable business,"Google admits original enterprise cloud strategy was wrong, why it's gone in a different direction - TechRepublic",Google Cloud Platform: The smart person's guide - TechRepublic,Analyst: Google's cloud business could cause the stock to soar to over $900
-4102297002729307038,Dries Buytaert,"New blog from Dries: A ""MAP"" for accelerating Drupal 8 adoption","Acquia Releases Lightning for Drupal 8, Enabling Fast Starts for Digital Experience Deployments [July 19, 2016]",Choosing Modules and Themes for Drupal 8,Production Ready Jenkins 2.0 in Two Steps with Docker
2093656054622337275,Chrome DevTools - Console API Reference,"Google Cloud Endpoints now generally available: a fast, scalable API gateway",Most Interesting APIs in 2016: Cognitive Computing,"Google Cloud Machine Learning family grows with new API, editions and pricing",The Rise of the API-based SaaS
9122627895188486603,Sources: Snapchat is raising more money at about a $20 billion valuation,Facebook at Work pushed to 'later this year',Lady Gaga's startup Backplane burns out and sells assets,Ask a Female Engineer: Joining a Startup,State of the Digital Nation 2016
1933229167501870037,Why and How to Avoid Hamburger Menus - Louie A. - Mobile UX Design,LukeW | Obvious Always Wins,How to Design a Walkthrough That Users Will Read,Why 5 is the magic number for UX usability testing,Usability Heuristics for Bots - Chatbots Magazine
7528802258213768379,Drupal 8.1.0 is now available,14 Cool Drupal 8 modules for site builders | August 2016,Choosing Modules and Themes for Drupal 8,Dries Buytaert,The Risks and Rewards of Fully Decoupling Drupal | Acquia
8078873160882064481,Sharing innovation with your competitors - Dries Buytaert,"Open Source Won. So, Now What?",Dries Buytaert,How to move an entire government to a new digital platform - Dries Buytaert,Drupal and ambitious digital experiences
-9083294960368598209,Choosing Modules and Themes for Drupal 8,Drupal 8.1.0 is now available,Dries Buytaert,14 Cool Drupal 8 modules for site builders | August 2016,The Risks and Rewards of Fully Decoupling Drupal | Acquia
-6136272094613269629,Dries Buytaert,Who sponsors Drupal development? | Dries Buytaert,Drupal and ambitious digital experiences,Drupal 8.1.0 is now available,Drupal 8 is 1 Year Old (AND YOU GET A PRIZE!)
787067277772219433,Coder | Drupal.org,Dries Buytaert,15 Awesome Sublime Text Plugins For Web Development,Drupal 8.1.0 is now available,Drupal 8 is 1 Year Old (AND YOU GET A PRIZE!)
-2778760500673113802,Growing Global Electricity Consumption Is Not Just Bitcoin's Fault,Mining in Space Could Lead to Conflicts on Earth - Facts So Romantic - Nautilus,Are you a bitcoin denialist? - Chris Skinner's blog,Ethereum and Bitcoin Are Market Leaders But Not Competitors,"Ethereum, a Virtual Currency, Enables Transactions That Rival Bitcoin's"
-6725796505137573953,Are you a bitcoin denialist? - Chris Skinner's blog,Venture Capitalists Inject Nearly Half a Billion in Bitcoin,"Blockchain open sources Thunder network, paving the way for instant bitcoin transactions",Banks find blockchain hard to put into practice - FT.com,Blockchain won't kill banks: Bitcoin pioneer
1457728991321948254,Banks find blockchain hard to put into practice - FT.com,DTCC and Digital Asset Holdings to Test Blockchain Solutions for the $2.6 Trillion Repo Market,Blockchain Will Be Used By 15% of Big Banks By 2017,The Blockchain is the new Google,"IBM Wants to ""Evolve the Internet"" With Blockchain Technology"
-7101541512657907485,The 2017 Acquia Partners of the Year,Venture Capitalists Inject Nearly Half a Billion in Bitcoin,Global Blockchain Forum Launched to Coordinate Regulatory Interoperability and Best Practices,Red Hat OpenShift Blockchain Initiative Focuses On Ethereum,IEEE to Talk Blockchain at Cloud Computing Oxford-Con - CoinDesk
5281570276277574938,Clarifying the uses of artificial intelligence in the enterprise,The Competitive Landscape for Machine Intelligence,The Competitive Landscape for Machine Intelligence,Machine Intelligence - Research at Google,"Introducing Cloud Natural Language API, Speech API open beta and our West Coast region expansion"
1128840733277618400,Google Cloud Platform: The smart person's guide - TechRepublic,Diane Greene wants to put the enterprise front and center of Google Cloud strategy,How the queen of Silicon Valley is helping Google go after Amazon's most profitable business,Google's Cloud Machine Learning service is now in public beta,Google Cloud Platform for AWS Professionals
-7356135999773525293,Fooling The Machine,Fooling The Machine,Fooling The Machine,"How Google is Remaking Itself as a ""Machine Learning First"" Company - Backchannel","How Google is Remaking Itself as a ""Machine Learning First"" Company - Backchannel"
2313825045587317872,"Stream processing, Event sourcing, Reactive, CEP... and making sense of it all","Stream processing, Event sourcing, Reactive, CEP... and making sense of it all - Confluent","What do you mean by ""Event-Driven""?",Google's Cloud Dataflow stomps on Apache Spark in new benchmark tests,Spotify chooses Google Cloud Platform to power data infrastructure
-518690781085251687,Google Cloud Platform for AWS Professionals,Google Cloud Platform: The smart person's guide - TechRepublic,Spark comparison: AWS vs. GCP,8 must-see sessions for application developers at Google Cloud Next '17,The five phases of migrating to Google Cloud Platform
3067875254349597654,Solidity Available in Visual Studio - Ethereum Blog,"Ethereum, a Virtual Currency, Enables Transactions That Rival Bitcoin's","Ethereum, a Virtual Currency, Enables Transactions That Rival Bitcoin's",The Rise And Growth of Ethereum Gets Mainstream Coverage,Microsoft Continues to Embrace Ethereum & Bitcoin - Bitcoin News
5619251370090681244,Google Cloud Platform: The smart person's guide - TechRepublic,What's the Best Cloud? Probably GCP,"Google admits original enterprise cloud strategy was wrong, why it's gone in a different direction - TechRepublic",Advancing enterprise database workloads on Google Cloud Platform,Now playing: New ISO security and privacy certifications for Google Cloud Platform
7420742904084384944,Fooling The Machine,Fooling The Machine,Fooling The Machine,"How Google is Remaking Itself as a ""Machine Learning First"" Company - Backchannel","How Google is Remaking Itself as a ""Machine Learning First"" Company - Backchannel"
8219310215587599928,Fooling The Machine,Fooling The Machine,Fooling The Machine,"How Google is Remaking Itself as a ""Machine Learning First"" Company - Backchannel","How Google is Remaking Itself as a ""Machine Learning First"" Company - Backchannel"
7748594134538052724,Fooling The Machine,Fooling The Machine,Fooling The Machine,"How Google is Remaking Itself as a ""Machine Learning First"" Company - Backchannel","How Google is Remaking Itself as a ""Machine Learning First"" Company - Backchannel"
-4186591400427142356,Como o Pokémon Go ajuda a explicar por que o Brasil é um país pobre,Cinco competências comportamentais para você ser um bom líder,"SINAIS do FUTURO imediato: #1, internet das coisas",7 motivos para você acordar às 5 da manhã - Tudo Pela Arte,O que é benchmarking? Veja quando um concorrente se torna inspiração!
8565115980515859979,Compute Engine now with 3 TB of high-speed Local SSD and 64 TB of Persistent Disk per VM,Google Cloud Platform for AWS Professionals,A New Number Format for Computers Could Nuke Approximation Errors for Good,Asus ready to take bite of 'Pi' market with Tinker micro PC,Auto-scaling scikit-learn with Spark
8082202054464515448,"Olhar Digital: Notícia: Testamos o HoloLens, os óculos do futuro da Microsoft","SINAIS do FUTURO imediato: #1, internet das coisas",Como o Pokémon Go ajuda a explicar por que o Brasil é um país pobre,"Por dentro do Nubank, conheça os segredos da fintech mais festejada do país",Vídeos motivacionais: os 21 vídeos mais incríveis.
-5973686110278905367,Lessons from Becoming a Data-Driven Organization,Forget the Cloud - 'The Fog' Is the Next Big Thing | Fox Business,It's coming! The Internet of Eyes will allow objects to see,The economic essentials of digital strategy,Five questions boards should ask about IT in a digital world
-9172673334835262304,Especial Agrishow: Soluções de agricultura de precisão elevam produtividade e aumentam a qualidade do plantio,Rede Agricultura de Precisão II,"Por dentro do Nubank, conheça os segredos da fintech mais festejada do país","Olhar Digital: Notícia: Testamos o HoloLens, os óculos do futuro da Microsoft",MOBILE TIME - Drones vão ajudar pequenos agricultores no Brasil
-1039912738963181810,"Android N Developer Preview 2, out today! | Android Developers Blog","Android N Developer Preview 2, out today! | Android Developers Blog",Final Developer Preview before Android 7.0 Nougat begins rolling out | Android Developers Blog,What to Expect at WWDC 2016,WWDC 2016 preview: How to watch &amp; what to expect at Apple's event on Monday
3172866488852888544,29 Common Google Analytics Data Errors And How To Fix Them,This year's Founders' Letter,Google I/O 2016 Preview: A Chrome/Android merger? Project Tango? VR?,Calm down: Google's use of Material Design on iOS is fine,The Complete Google Analytics Audit Checklist | Optimization Up
8095004770374551394,Windows 10 Anniversary SDK is bringing exciting opportunities to developers,Exclusive: Why Microsoft is betting its future on AI,Microsoft's mobile problem may not be a problem at all,Clippy's Back: The Future of Microsoft Is Chatbots,Microsoft's new AI tools help developers build smart apps and bots
8801106199759296338,How to Improve 8 Major Problem Areas for Japanese Learners of All Levels,40 Basic Japanese conversations,Japanese for dummies,Learn Japanese Online | Japanese Podcast| JapaneseLingQ.com,"JPMorgan Software Does in Seconds What Took Lawyers 360,000 Hours"
-4760639635023250284,Google Cloud Platform: The smart person's guide - TechRepublic,The Spotify Blog,Now playing: New ISO security and privacy certifications for Google Cloud Platform,Advancing enterprise database workloads on Google Cloud Platform,Google Cloud Platform sets a course for new horizons
-9137036168156595470,Dries Buytaert,Drupal 8.1.0 is now available,Choosing Modules and Themes for Drupal 8,14 Cool Drupal 8 modules for site builders | August 2016,Drupal and ambitious digital experiences
-454649054276160610,Windows 10 Anniversary SDK is bringing exciting opportunities to developers,Microsoft's mobile problem may not be a problem at all,Introducing Docker for Windows Server 2016 - Docker Blog,​Microsoft and Canonical partner to bring Ubuntu to Windows 10 | ZDNet,"Microsoft: Windows Phone is not the place to do ""new and exciting things"" - MSPoweruser"
-36844712915106340,The Future of Pen: Windows Ink,Microsoft Build: the 10 most important announcements,Microsoft's mobile problem may not be a problem at all,Introducing Docker for Windows Server 2016 - Docker Blog,​Microsoft and Canonical partner to bring Ubuntu to Windows 10 | ZDNet
5333141914314968598,The 7 Coolest Virtual Reality Experiences Made with Hololens So Far,Microsoft Build: the 10 most important announcements,Democratizing AI,The Future of Business is Design,Ikea ponders the future of retail with virtual reality pilot app
-8248141950199177506,Drupal 8.1.0 is now available,Drupal 8 is 1 Year Old (AND YOU GET A PRIZE!),The Netflix Tech Blog: Netflix Billing Migration to AWS,14 Cool Drupal 8 modules for site builders | August 2016,Choosing Modules and Themes for Drupal 8
-5431549861280885742,Dries Buytaert,Drupal 8.1.0 is now available,Drupal 8 is 1 Year Old (AND YOU GET A PRIZE!),Drupal and ambitious digital experiences,The Risks and Rewards of Fully Decoupling Drupal | Acquia
1003778007373126185,Blockchain startup R3 cuts fund-raising target to $150 million: source,Concrete things you can do about your technical debt,Spotify chooses Google Cloud Platform to power data infrastructure,Spotify's Latest Algorithmic Playlist Is Full of Your Favorite New Music,Conselho da SABMiller aceita proposta de compra da AB InBev
