contentId,recommendationTitle1,recommendationTitle2,recommendationTitle3,recommendationTitle4,recommendationTitle5
8657408509986329668,Post: Just Say mNo to Hungarian Notation,The Importance of Code Reviews,Sam Newman - Backends For Frontends,Firebase Test Lab for Android,Creating Your Code Review Checklist - DaedTech
3611701510490148233,Confused by blockchains? Revolution vs Evolution,An operating model for company-wide agile development,Accidental discovery could help batteries last years longer,Diane Greene wants to put the enterprise front and center of Google Cloud strategy,Google researchers teach AIs to see the important parts of images - and tell you about them
1415230502586719648,The barbell effect of machine learning.,"Hello, TensorFlow!",How enterprise architects can help ensure success with digital transformations,Nintendo has doubled in value since Pokémon Go's release,Blaise Agüera y Arcas: How computers are learning to be creative
-5997769775112032630,The rise of APIs,Assessing Salesforce's platform and ecosystem | ZDNet,Robert Waldinger: Do que é feita uma vida boa? Lições do mais longo estudo sobre felicidade,Funcionários do mês no CoolHow: os Slackbots - CoolHow Creative Lab,Cracking the Job Interview with TensorFlow
-3027055440570405664,"AWS vs Packet.net Why we left AWS Benchmarking AWS's Network, Disk, and CPU Performance - Tiingo Thoughts",Ordering coffee in Italy: the 10 commandments,What to Expect at WWDC 2016,"The New App Store: Subscription Pricing, Faster Approvals, and Search Ads",Alecrim/AlecrimCoreData
-387651900461462767,"Fresco, sim! - Android Dev BR",Up your app's sharing game with DirectShare - Google Developers,It's The Future,StrictMode for Runtime Analysis on Android - Google Developers,Cracking the Job Interview with TensorFlow
3818189513627822856,How I sped up the initial render of my Polymer app by 86%,Aplicação de visão computacional com OpenCV,Acesse a versão Material Design do YouTube | Google Discovery,"HoloLens, da Microsoft, engana o usuário para consertar conexões falhas do cérebro",Cubr
-5148591903395022444,Ubuntu recebe suporte ao React Native e aplicativos de Android e iOS poderão chegar ao sistema,Berners-Lee quer criar outra Web,Chrome OS now has Material Design for the desktop,You don't talk about refactoring club,What Color is Your Function?
2555983212310147009,Google segue Microsoft e lança ferramenta analítica grátis,Learning How to Learn: The Most Important Developer Skill - Free Code Camp,Java Tools and Technologies Landscape Report 2016 | zeroturnaround.com,The Continuous Delivery Maturity Model,Angular 2 versus React: There Will Be Blood - Free Code Camp
6437568358552101410,How to Design a Walkthrough That Users Will Read,"Apple File System (APFS) announced for 2017, scales 'from Apple Watch to Mac Pro' and focuses on encryption","No, Apple isn't the next BlackBerry - it's the next Microsoft",The barbell effect of machine learning.,What Color is Your Function?
-21036008762564671,Is FinTech Forcing Banking to a Tipping Point?,Meet the new Brazilian consumer,Two Different Sales Motions . . . .,Latin America's chronic inefficiency could drive more O2O commerce growth,Mobile marketing statistics 2016
-5784991738549272379,Comparing IoT Platforms: Compare 4 IoT platform for IoT projects,11 Internet of Things (IoT) Protocols You Need to Know About,One Dollar Board: Um projeto brasileiro para revolucionar a educação,How to finish 3D printed PLA objects,Governo abre consulta pública para Plano Nacional de IoT | NOTÍCIAS - Brasscom
2858969450431709251,Being A Developer After 40 - Free Code Camp,How Mark Zuckerberg Led Facebook's War to Crush Google Plus,Google's Cloud Machine Learning service is now in public beta,Scala is the new golden child,Joel on Software
6583734846225935852,Apple anuncia a 3ª geração da linguagem Swift para o final deste ano,Why Is Learning Drupal Hard?,Iniciando com o Docker: Criando suas próprias imagens - Tableless,Apple Releases First Preview of Swift 3.0 for Developers,Google adiciona medidor de velocidade da internet nos resultados de pesquisa | Google Discovery
-6255158415883847921,O valor de seu trabalho de coaching vai depender de suas habilidades de acompanhamento - Harvard Business Review Brasil,Investimentos em coaching e mentoring aumentam nas empresas,What Science Tells Us About Leadership Potential,O que você deve fazer para se tornar um líder melhor?,Cinco competências comportamentais para você ser um bom líder
-4089455027188314262,Firebase and Google Cloud: better together,How Do Top Android Developers QA Test Their Apps?,How One Jira Ticket Made My Employer $1MM/Month: 7 Metrics that Actually Matter - JavaScript Scene,Why Kubernetes may be a bigger threat to Amazon than Google's cloud - TechRepublic,Front in BH 2016
3268064929368559554,Iniciando com o Docker: Criando suas próprias imagens - Tableless,Why Is Learning Drupal Hard?,Criando ícones animados no Android,Google adiciona medidor de velocidade da internet nos resultados de pesquisa | Google Discovery,Deputada mais jovem da Câmara silencia o plenário com lucidez do discurso (veja o vídeo)
-1730766821655383888,The Biggest Crowdfunding Project Ever Was Supposed to Create Manager-free Companies. But It's a Mess,Confused by blockchains? Revolution vs Evolution,Bots won't replace apps. Better apps will replace apps.,The End Of Apps As We Know Them - Inside Intercom,"Salesforce buys Demandware for $2.8B, taking a big step into e-commerce"
-4944551138301474550,Machine Learning Is No Longer Just for Experts,AI Is Here to Help You Write Emails People Will Actually Read,Google's Cloud Machine Learning service is now in public beta,How Netflix does A/B Testing - uxdesign.cc - User Experience Design,6 reasons why I like KeystoneML
764116021156146784,Susan Wojcicki on the Effectiveness of Empowering Ads on YouTube,Google employees are adding 'Lady' to their job titles to fight sexism,Jury finds Google's implementation of Java in Android was fair use,"If women in tech stop apologizing, we might just be able to shut the sexist shit down. - Athena Talks",Front in BH 2016
1738052593226421681,Investimentos em coaching e mentoring aumentam nas empresas,O valor de seu trabalho de coaching vai depender de suas habilidades de acompanhamento - Harvard Business Review Brasil,How to augment your career with leadership coaching,Cinco competências comportamentais para você ser um bom líder,Psicóloga de Harvard diz que as pessoas julgam você em segundos por esses critérios | Jornal do Empreendedor
-1981734999963962468,Spark comparison: AWS vs. GCP,Google lags behind Amazon and Microsoft's cloud in one important area,Visual Thinking and Learning 3.0 working together at Walmart.com | Happy Melly,How Mark Zuckerberg Led Facebook's War to Crush Google Plus,Google's Cloud Machine Learning service is now in public beta
-5410531116380081703,PwC faz virada digital e já fatura US$ 1 bilhão no mundo,The sales secrets of high-growth companies,The economic essentials of digital strategy,The new tech talent you need to succeed in digital,Two Different Sales Motions . . . .
-2667874153709252756,Digital Health Coaching,Facebook's WhatsApp does something very different than Google,"Pedágio das rodovias estaduais de SP sobe 9,32% na sexta-feira - O Liberal",Cinco competências comportamentais para você ser um bom líder,"Netflix says Geography, Age, and Gender are ""Garbage"" for Predicting Taste"
374352050712569304,Chatbots: Are they better without the chat?,#FinTech is all about human-centred design - Chris Skinner's blog,Campus São Paulo: conheça a primeira turma do Programa de Residentes,Running GV sprints inside corporates - learn from my mistakes - Sprint Stories,Accenture amplia atuação no Brasil
8712996026808754180,The Business Case for Progressive Web Apps,Effective learning through code workshops | Box Blog,Containers are not VMs,You don't talk about refactoring club,CSS Containment in Chrome 52 | Web Updates - Google Developers
7429409096643373334,Beyond Progressive Web Apps Part 1,Serverless Data Sync in Web Apps with Bit Torrent,Programming by poking: why MIT stopped teaching SICP,"Espresso Intents: não é magia, é tecnologia! - Android Dev BR",Announcing .NET Core 1.0
1854874463930846880,Glamour Exclusive: President Obama On Feminism and The World He Wants to Leave His Daughters,#Sentaquelávemtextão,A minha viagem à Maternidade #tetodomundo,Susan Wojcicki on the Effectiveness of Empowering Ads on YouTube,As expectativas das mulheres da Geração Y são muitas
-3581194288660477595,How to Design a Walkthrough That Users Will Read,Why porting an iOS design to Android will not work,The Importance of Code Reviews,"Fresco, sim! - Android Dev BR",Google may be considering Swift for use on Android
-330801551666885085,Ordering coffee in Italy: the 10 commandments,Joel on Software,What to Expect at WWDC 2016,"The New App Store: Subscription Pricing, Faster Approvals, and Search Ads",Alecrim/AlecrimCoreData
18930987176089166,Designer Creates 13 Perfect Circles to Draw Almost Any Animal,Código Limpo - Está na hora de deixar o GDD (Gambiarra Driven Development) para trás!,Itaú segue tendência das fintechs e se torna primeiro banco tradicional a permitir abertura de contas por app - Startupi,Como consumir conteúdo de qualidade em iOS - CocoaHeads BR,System Code Geeks are giving away a FREE Sublime Text Editor License
817145340976958200,How Mark Zuckerberg Led Facebook's War to Crush Google Plus,"Amazon open-sources its own deep learning software, DSSTNE",Why Google App Engine rocks: A Google engineer's take,Google's Cloud Machine Learning service is now in public beta,The AI business landscape
-5363263367015469934,Google's Cloud Machine Learning service is now in public beta,Machine Learning Is No Longer Just for Experts,Spark comparison: AWS vs. GCP,How Mark Zuckerberg Led Facebook's War to Crush Google Plus,Transfer Style But Not Color
-9019233957195913605,Clean Coder Blog,Anti-If: The missing patterns,Alecrim/AlecrimCoreData,Programming by poking: why MIT stopped teaching SICP,New MacBook Pro is not a Laptop for Developers Anymore
6062146090334604102,Cubr,Eclipse Foundation Releases Neon,Beyond Progressive Web Apps Part 2: We Need to Know What's New,"Autofill: What web devs should know, but don't",Torus
-1556169727291354289,"DARPA Goes ""Meta"" with Machine Learning for Machine Learning",Machine Learning Is At The Very Peak Of Its Hype Cycle - ARC,Google researchers teach AIs to see the important parts of images - and tell you about them,"Hello, TensorFlow!","How Google is Remaking Itself as a ""Machine Learning First"" Company - Backchannel"
-1617279065634731389,What Color is Your Function?,Tech in Brazil is booming despite the country's political troubles,"Netflix OSS, Spring Cloud, or Kubernetes? How About All of Them!",Apple anuncia a 3ª geração da linguagem Swift para o final deste ano,"Microsoft lança Teams, nova plataforma de chat concorrente do Slack | MacMagazine.com.br"
-9160910454530522563,CSS Containment in Chrome 52 | Web Updates - Google Developers,The End Of Apple Man,19 Tips For Everyday Git Use,Facebook's WhatsApp does something very different than Google,Why Netflix thinks its personalized recommendation engine is worth $1 billion per year
-2382583983070627054,Blaise Agüera y Arcas: How computers are learning to be creative,How will bots make money? Here are 7 business models,The barbell effect of machine learning.,Two Different Sales Motions . . . .,Top 10 Intranet Trends of 2016
1878784080584939832,Joel on Software,Amazon causa polêmica com serviço que faz entregas em 1 hora em Paris,"AWS vs Packet.net Why we left AWS Benchmarking AWS's Network, Disk, and CPU Performance - Tiingo Thoughts",Ordering coffee in Italy: the 10 commandments,Alecrim/AlecrimCoreData
-4700714777342103147,Mobile banking conquista o coração dos brasileiros,Nubank começa a testar seu programa de fidelidade - Empresas Tech,"""Consultorias promovem a desvalorização do nosso negócio"" - Meio & Mensagem",Novas frentes de trabalho da Alelo vão de ações de fidelidade a novos meios de pagamento,Bradesco e Visa anunciam pulseira que substitui cartão | EXAME.com
2134259819148812594,Mercado de Cosméticos no Brasil - Setor que não conhece crise!,As compras e os hábitos dos brasileiros no shopping | EXAME.com,MOBILE TIME - Shoppings do Rio testarão solução de marketing com beacons,Visa e Swatch lançam relógio para pagamentos contactless no Brasil - Startupi,Não existe frete grátis!
-7463305179076477879,2 terrific #MarTech talks on the rise of AI in marketing - Chief Marketing Technologist,"No, Apple isn't the next BlackBerry - it's the next Microsoft",The barbell effect of machine learning.,Two Different Sales Motions . . . .,Bad Writing Is Destroying Your Company's Productivity
2285214528595997209,Introduction to release engineering,Java vs .NET vs Python vs Ruby vs Node.JS: Who Reigns the Job Market? | Takipi Blog,Our password hashing has no clothes,Bayer anuncia compra da Monsanto por US$ 66 bilhões,Serverless Data Sync in Web Apps with Bit Torrent
511891900317865118,How to Design a Walkthrough That Users Will Read,Designing smart notifications,Alecrim/AlecrimCoreData,Up your app's sharing game with DirectShare - Google Developers,"Deep-learning algorithm predicts photos' memorability at ""near-human"" levels"
7395435905985567130,"Hello, TensorFlow!",Why Google App Engine rocks: A Google engineer's take,"Amazon open-sources its own deep learning software, DSSTNE",Funcionários do mês no CoolHow: os Slackbots - CoolHow Creative Lab,"DARPA Goes ""Meta"" with Machine Learning for Machine Learning"
-4386371945374980231,Cia. Hering sincroniza diferentes marcas em um único portal de compras,From E-Commerce to Web 3.0: Let the Bots Do the Shopping,Não existe frete grátis!,"Have a Coke, take a photo and celebrate the Coke bottle's 100th anniversary using How-Old.net","Como o e-commerce brasileiro pode, enfim, começar a lucrar"
2857117417189640073,2 terrific #MarTech talks on the rise of AI in marketing - Chief Marketing Technologist,A step-by-step guide to agile growth experiments,An operating model for company-wide agile development,"Salesforce buys Demandware for $2.8B, taking a big step into e-commerce",Why image recognition is about to transform business
6044362651232258738,How to augment your career with leadership coaching,Investimentos em coaching e mentoring aumentam nas empresas,Como resolver conflitos no ambiente corporativo us,What Science Tells Us About Leadership Potential,"Para neurociência, motivação não é fator principal em mudança de hábitos"
1929674614667189969,Two Different Sales Motions . . . .,An operating model for company-wide agile development,7 Questions to Ask Before Your Next Digital Transformation,2 terrific #MarTech talks on the rise of AI in marketing - Chief Marketing Technologist,"No, Apple isn't the next BlackBerry - it's the next Microsoft"
-3912939678517879962,Google's cloud platform is now a force to be reckoned with,9 Non-Threatening Leadership Strategies for Women,A minha viagem à Maternidade #tetodomundo,"An independent organization just ranked Google as the best cloud, beating Amazon",Glamour Exclusive: President Obama On Feminism and The World He Wants to Leave His Daughters
-8813724423497152538,"Elopar lança o ""Digio"", cartão para brigar com Nubank",Brazil's Banco Bradesco Joins R3 Consortium - CoinDesk,Confused by blockchains? Revolution vs Evolution,Bradesco e Visa anunciam pulseira que substitui cartão | EXAME.com,Banking Needs a Customer Experience Wake-Up Call
-730957269757756529,"Google is discontinuing Google+ Hangouts On Air on September 12, pushes users to YouTube Live",Machine Learning Is At The Very Peak Of Its Hype Cycle - ARC,A importância dos filmes de mulherzinha - Capitolina,Google Cloud Platform sets a course for new horizons,"Google Cloud Platform icons and sample architectural diagrams, for your designing pleasure"
-6603351162010419903,"Agile is Dead, Long Live Continuous Delivery - Gradle",Kotlin no Backend (Parte 2) :: Concrete Solutions,Do you want Crappy Agile?,Changing change management,How One Jira Ticket Made My Employer $1MM/Month: 7 Metrics that Actually Matter - JavaScript Scene
-4754223659064624252,The Business Case for Progressive Web Apps,You don't talk about refactoring club,Promises | Web Fundamentals - Google Developers,Bitbucket Pipelines Beta: continuous delivery inside Bitbucket - Bitbucket,19 Tips For Everyday Git Use
-6457517220721978,Bayer propõe comprar Monsanto para formar a maior agroquímica do mundo,"Carne artificial acabará com o agronegócio brasileiro, afirma especialista",Programa de Demissão Voluntária na Moto Honda tem mais de 500 adesões,Este texto do Ranieri é a melhor coisa que você lerá hoje,Will blockchain drive the fourth Industrial Revolution?
-5756697018315640725,Ordering coffee in Italy: the 10 commandments,Joel on Software,Alecrim/AlecrimCoreData,"AWS vs Packet.net Why we left AWS Benchmarking AWS's Network, Disk, and CPU Performance - Tiingo Thoughts","The New App Store: Subscription Pricing, Faster Approvals, and Search Ads"
-6840859460575237450,Bayer propõe comprar Monsanto para formar a maior agroquímica do mundo,Programa de Demissão Voluntária na Moto Honda tem mais de 500 adesões,"Carne artificial acabará com o agronegócio brasileiro, afirma especialista",Will blockchain drive the fourth Industrial Revolution?,Agronegócio mantém crescimento com tecnologia - inova.jor
4296604388230897073,"No dia das mães, Avon lança campanha com mãe de jovem gay",Lilly Wachowski Makes First Public Appearance Since Coming Out as Transgender,"Para rebater Estatuto da Família, campanha muda significado de 'família' no Dicionário Houaiss",Para entender o Dia Internacional contra a Homofobia,YouTube chama seus criadores de conteúdo para a campanha mundial #OrgulhoDeSer
-5952729859839521828,O valor de seu trabalho de coaching vai depender de suas habilidades de acompanhamento - Harvard Business Review Brasil,How to augment your career with leadership coaching,Como resolver conflitos no ambiente corporativo us,O que você deve fazer para se tornar um líder melhor?,Lean IT is all about people - o Lean na TI é focado em pessoas
-240359174314633445,Ubuntu recebe suporte ao React Native e aplicativos de Android e iOS poderão chegar ao sistema,Santander Vies to Become First Bank to Issue Cash on Blockchain - CoinDesk,"A whole new GitHub Universe: announcing new tools, forums, and features",Vision API - Image Content Analysis,Building Flipkart Lite: A Progressive Web App
6989198691754522425,How One Jira Ticket Made My Employer $1MM/Month: 7 Metrics that Actually Matter - JavaScript Scene,"If you think women in tech is just a pipeline problem, you haven't been paying attention - Tech Diversity Files",Python Is Not Java (dirtSimple.org),Design Better Forms - uxdesign.cc - User Experience Design,Promises | Web Fundamentals - Google Developers
-6843047699859121724,Não ao preconceito! ONU celebra Dia da Visibilidade de Mulheres Lésbicas e Bissexuais,Why Is Learning Drupal Hard?,Docker 1.12: Now with Built-in Orchestration!,Iniciando com o Docker: Criando suas próprias imagens - Tableless,Iniciando com o Docker: dicas práticas para começar a usar agora mesmo - Tableless
7933360486658437274,Visa Introduces NFC-Enabled Payment Ring for Team Visa Sponsored Athletes to Use at Rio 2016 Olympic Games,The End Of Apps As We Know Them - Inside Intercom,An operating model for company-wide agile development,WeChat's world,Embracing Agile
8586403905004879205,Investimentos em coaching e mentoring aumentam nas empresas,Cinco competências comportamentais para você ser um bom líder,Como resolver conflitos no ambiente corporativo us,O valor de seu trabalho de coaching vai depender de suas habilidades de acompanhamento - Harvard Business Review Brasil,Lean IT is all about people - o Lean na TI é focado em pessoas
3382511589554885024,An overview of web service solutions in Drupal 8,The AI business landscape,Spotify UI built with HTML / CSS - Freebiesbug,Touch (TV Series 2012-2013),"contentId
8962537427807366481    Why It's Time to Take Google's PC Operating Sy...
8962537427807366481    Why It's Time to Take Google's PC Operating Sy...
Name: title, dtype: object"
4555339116751579515,Lightning Distribution for Drupal: Build Advanced Authoring Experiences in Drupal 8,Dries Distributions remain a growing opportunity for Drupal - Buytaert,Introduction to Natural Language Processing - University of Michigan | Coursera,"Google Pixel, o primeiro smartphone feito pelo Google | Google Discovery",The Death of Drupal Commerce as an Ecommerce Solution - Third & Grove
3906974906788964502,The Ultimate Solution to Versioning REST APIs: Content Negotiation,Xamarin for Everyone,Vision API - Image Content Analysis,"GitLab launches Issue Boards, an open-source task management tool that resembles Trello",Java vs .NET vs Python vs Ruby vs Node.JS: Who Reigns the Job Market? | Takipi Blog
3689128258624052102,Why Is Learning Drupal Hard?,Iniciando com o Docker: dicas práticas para começar a usar agora mesmo - Tableless,Iniciando com o Docker: Criando suas próprias imagens - Tableless,Não ao preconceito! ONU celebra Dia da Visibilidade de Mulheres Lésbicas e Bissexuais,Amazon causa polêmica com serviço que faz entregas em 1 hora em Paris
3035329611795434601,Being A Developer After 40 - Free Code Camp,"Deep-learning algorithm predicts photos' memorability at ""near-human"" levels",This Super Accurate Portrait Selection Tech Uses Neural Networks,Ordering coffee in Italy: the 10 commandments,Joel on Software
-1453783314552286835,Touch (TV Series 2012-2013),How I sped up the initial render of my Polymer app by 86%,Spotify UI built with HTML / CSS - Freebiesbug,The AI business landscape,Squads não-suicidas - Hipsters #08
7277161137091492767,Cross-channel user experiences with Drupal,The Death of Drupal Commerce as an Ecommerce Solution - Third & Grove,The AI business landscape,Touch (TV Series 2012-2013),Lilly Wachowski Makes First Public Appearance Since Coming Out as Transgender
-401664538366009049,"No, Apple isn't the next BlackBerry - it's the next Microsoft",The AI business landscape,Top 10 Intranet Trends of 2016,The Physical Web,Touch (TV Series 2012-2013)
-4765711818183276269,"Amazon open-sources its own deep learning software, DSSTNE",How Mark Zuckerberg Led Facebook's War to Crush Google Plus,Why Google App Engine rocks: A Google engineer's take,The AI business landscape,"Hello, TensorFlow!"
7664140604181040222,Bayer propõe comprar Monsanto para formar a maior agroquímica do mundo,Bayer anuncia compra da Monsanto por US$ 66 bilhões,"No, Apple isn't the next BlackBerry - it's the next Microsoft","Carne artificial acabará com o agronegócio brasileiro, afirma especialista",Big IT Rising
-1654063646246197191,An operating model for company-wide agile development,An operating model for company-wide agile development,Embracing Agile,Is FinTech Forcing Banking to a Tipping Point?,"Inovador, Nubank ganha prêmio no Vale do Silício | EXAME.com"
3149164017776669829,Why image recognition is about to transform business,An operating model for company-wide agile development,"No, Apple isn't the next BlackBerry - it's the next Microsoft",Confused by blockchains? Revolution vs Evolution,"Welcome to GoogleBank, Facebook Bank, Amazon Bank, and Apple Bank - Enrique Dans"
279771472506428952,AI Is Here to Help You Write Emails People Will Actually Read,Algorithms and architecture for job recommendations,"Deep Learning for Chatbots, Part 1 - Introduction",Machine Learning Is No Longer Just for Experts,Machine Learning and the VP Debate
-3173020603774823976,Why Google App Engine rocks: A Google engineer's take,The AI business landscape,An overview of web service solutions in Drupal 8,"Amazon open-sources its own deep learning software, DSSTNE",Funcionários do mês no CoolHow: os Slackbots - CoolHow Creative Lab
-5380376324140474506,New MacBook Pro is not a Laptop for Developers Anymore,Berners-Lee quer criar outra Web,Beyond Progressive Web Apps Part 1,The moment when you realize every server in the world is vulnerable - Free Code Camp,Anti-If: The missing patterns
-5784228041033890044,Design Sprint: onde o design e a velocidade importam,[Tools] A Tool for tracking Kanban projects (that you can cut out and keep) - Emily Webber,[Article] Poka Yoke: o que é e como implementar | Endeavor Brasil,Nubank começa a testar seu programa de fidelidade - Empresas Tech,big data = real time
2259988589066296676,Can Accenture Take Over Advertising?,The need to lead in data and analytics,Accenture amplia atuação no Brasil,Mobile Time,The surprising truth about which countries lead in digital
1468327003955810686,StrictMode for Runtime Analysis on Android - Google Developers,Um bilhão de arquivos mostram quem vence a disputa tabs vs. espaços entre programadores,The Importance of Code Reviews,Post: Just Say mNo to Hungarian Notation,Advanced Android Espresso
-6858665134018491791,"BigQuery 1.11, now with Standard SQL, IAM, and partitioned tables! | Google Cloud Big Data and Machine Learning Blog",The AI business landscape,5 reasons your employees aren't sharing their knowledge,"Google launches Springboard, an AI-powered assistant for its enterprise customers","Hello, TensorFlow!"
8118799783881928573,Getting Started with Activity & Fragment Transitions (part 1),Why Deep Learning Is Suddenly Changing Your Life,Building more accessible technology,"Margaret Gould Stewart: How giant websites design for you (and a billion others, too)",Designing smart notifications
-4509487968959834430,Investimentos em coaching e mentoring aumentam nas empresas,O que você deve fazer para se tornar um líder melhor?,Qual é o valor da área de T&D na sua empresa?,Robert Waldinger: Do que é feita uma vida boa? Lições do mais longo estudo sobre felicidade,"Para neurociência, motivação não é fator principal em mudança de hábitos"
-6980020268309524947,An overview of web service solutions in Drupal 8,Lightning Distribution for Drupal: Build Advanced Authoring Experiences in Drupal 8,The AI business landscape,"Deep Learning for Chatbots, Part 2 - Implementing a Retrieval-Based Model in Tensorflow",Touch (TV Series 2012-2013)
